ST_NAME,WIKIDATA,PC_CODE,PC_NAME,MS_FB,MS_FB_PARE,ST_CODE,Res,NAME_HI
WB,Q4867561,18,Basirhat,country:in/state:wb/lok-sabha:18,country:in/state:wb,S25,GEN,बसीरहाट लोक सभा निर्वाचन क्षेत्र
WB,Q4855093,14,Bangaon,country:in/state:wb/lok-sabha:14,country:in/state:wb,S25,SC,बनगाँव लोक सभा निर्वाचन क्षेत्र
WB,Q3351420,1,Cooch Behar,country:in/state:wb/lok-sabha:1,country:in/state:wb,S25,SC,कूचबिहार लोक सभा निर्वाचन क्षेत्र
WB,Q4726846,2,Alipurduars,country:in/state:wb/lok-sabha:2,country:in/state:wb,S25,ST,अलीपुरद्वार लोक सभा निर्वाचन क्षेत्र
WB,Q3348198,3,Jalpaiguri,country:in/state:wb/lok-sabha:3,country:in/state:wb,S25,SC,जलपाईगुड़ी लोक सभा निर्वाचन क्षेत्र
WB,Q4863171,15,Barrackpore,country:in/state:wb/lok-sabha:15,country:in/state:wb,S25,GEN,बैरकपुर लोक सभा निर्वाचन क्षेत्र
WB,Q3348243,25,Howrah,country:in/state:wb/lok-sabha:25,country:in/state:wb,S25,GEN,हावड़ा लोक सभा निर्वाचन क्षेत्र
WB,Q12428678,22,Jadavpur,country:in/state:wb/lok-sabha:22,country:in/state:wb,S25,GEN,यादवपुर
WB,Q12460669,28,Hooghly,country:in/state:wb/lok-sabha:28,country:in/state:wb,S25,GEN,हुगली लोक सभा निर्वाचन क्षेत्र
WB,Q7585738,27,Sreerampur,country:in/state:wb/lok-sabha:27,country:in/state:wb,S25,GEN,सेरमपुर लोक सभा निर्वाचन क्षेत्र
WB,Q4842446,10,Baharampur,country:in/state:wb/lok-sabha:10,country:in/state:wb,S25,GEN,बहरामपुर लोक सभा निर्वाचन क्षेत्र
WB,Q6742775,8,Maldaha Dakshin,country:in/state:wb/lok-sabha:8,country:in/state:wb,S25,GEN,मालदह दक्षिण लोक सभा निर्वाचन क्षेत्र
WB,Q12449852,5,Raiganj,country:in/state:wb/lok-sabha:5,country:in/state:wb,S25,GEN,रायगंज लोक सभा निर्वाचन क्षेत्र
WB,Q5555886,32,Ghatal,country:in/state:wb/lok-sabha:32,country:in/state:wb,S25,GEN,घाटल लोक सभा निर्वाचन क्षेत्र
WB,Q5313570,16,Dum Dum,country:in/state:wb/lok-sabha:16,country:in/state:wb,S25,GEN,दमदम लोक सभा निर्वाचन क्षेत्र
GJ,Q6344634,1,Kachchh,country:in/state:gj/lok-sabha:1,country:in/state:gj,S06,SC,कच्छ लोक सभा निर्वाचन क्षेत्र
LD,Q6479803,1,Lakshadweep,country:in/union-territory:ld/lok-sabha:1,country:in/union-territory:ld,U06,ST,लक्षद्वीप लोक सभा निर्वाचन क्षेत्र
